model,epoch,train_loss,val_loss,train_acc,val_acc,learning_rate
2_layers_69,1,0.6933315163073333,0.6914685964584351,0.4522648083623693,0.6455696202531646,0.0001
2_layers_69,2,0.6916241438492484,0.6870351433753967,0.5682926829268292,0.5949367088607594,0.0001
2_layers_69,3,0.6893468991569851,0.6768040657043457,0.50801393728223,0.6645569620253164,0.0001
2_layers_69,4,0.6768851150637087,0.6130804419517517,0.6045296167247387,0.6708860759493671,0.0001
2_layers_69,5,0.6435644808022872,0.5464044809341431,0.659581881533101,0.740506329113924,0.0001
2_layers_69,6,0.6044851152793221,0.5104223489761353,0.7094076655052265,0.7721518987341772,0.0001
2_layers_69,7,0.5903288670208143,0.5178386569023132,0.7153310104529617,0.740506329113924,0.0001
2_layers_69,8,0.6033761086671249,0.5279938578605652,0.6825783972125435,0.740506329113924,0.0001
2_layers_69,9,0.5763757034488346,0.5190389752388,0.7198606271777004,0.7974683544303798,0.0001
2_layers_69,10,0.5675807828488557,0.5123145580291748,0.7278745644599303,0.7721518987341772,0.0001
2_layers_69,11,0.561125891364139,0.5140761137008667,0.7292682926829268,0.7658227848101266,0.0001
2_layers_69,12,0.5862686245337777,0.515021026134491,0.6895470383275262,0.7278481012658228,0.0001
2_layers_69,13,0.5637424432713053,0.5083653926849365,0.7222996515679443,0.7721518987341772,0.0001
2_layers_69,14,0.5454353651274806,0.5119631290435791,0.7393728222996516,0.7721518987341772,0.0001
2_layers_69,15,0.5449903646241063,0.568579375743866,0.7425087108013937,0.7658227848101266,0.0001
2_layers_69,16,0.5378687459489574,0.5075341463088989,0.7418118466898954,0.7658227848101266,0.0001
2_layers_69,17,0.5368595239908799,0.5100197196006775,0.7407665505226481,0.7784810126582279,0.0001
2_layers_69,18,0.5300419537917428,0.5110294818878174,0.7428571428571429,0.7721518987341772,0.0001
2_layers_69,19,0.5391149041445359,0.5264129042625427,0.7365853658536585,0.7911392405063291,0.0001
2_layers_69,20,0.5249077263085739,0.5049793720245361,0.7473867595818815,0.7531645569620253,0.0001
2_layers_69,21,0.5244124985259512,0.5141024589538574,0.7505226480836237,0.7974683544303798,0.0001
2_layers_69,22,0.5177562301573546,0.4877720773220062,0.7477351916376307,0.7911392405063291,0.0001
2_layers_69,23,0.5209931666436403,0.5010473728179932,0.7477351916376307,0.759493670886076,0.0001
2_layers_69,24,0.5261121923508851,0.5011286735534668,0.7466898954703832,0.7911392405063291,0.0001
2_layers_69,25,0.5198653716108074,0.5108777284622192,0.7466898954703832,0.7848101265822784,0.0001
2_layers_69,26,0.5136510379936384,0.4994407892227173,0.7540069686411149,0.810126582278481,0.0001
2_layers_69,27,0.5209578534831172,0.4985201060771942,0.7477351916376307,0.8164556962025317,0.0001
2_layers_69,28,0.5120761044647383,0.5079206228256226,0.7585365853658537,0.810126582278481,0.0001
2_layers_69,29,0.5168947331283403,0.4884997308254242,0.7501742160278746,0.810126582278481,0.0001
2_layers_69,30,0.5058205257291379,0.5086981654167175,0.759581881533101,0.8037974683544303,0.0001
2_layers_69,31,0.5051867508369944,0.49637916684150696,0.7620209059233449,0.8037974683544303,0.0001
2_layers_69,32,0.5098030917022539,0.4939854145050049,0.7526132404181185,0.8037974683544303,0.0001
2_layers_69,33,0.5002852030422377,0.5289342403411865,0.7585365853658537,0.8037974683544303,5e-05
2_layers_69,34,0.49954780158789264,0.49285760521888733,0.7641114982578397,0.7658227848101266,5e-05
2_layers_69,35,0.4906755180462547,0.5094956755638123,0.7658536585365854,0.7721518987341772,5e-05
2_layers_69,36,0.49575625424799713,0.5177298188209534,0.7599303135888502,0.7974683544303798,5e-05
2_layers_69,37,0.5068574897620989,0.5100022554397583,0.7491289198606271,0.7278481012658228,5e-05
2_layers_69,38,0.5141979041306869,0.49188700318336487,0.7543554006968641,0.7848101265822784,5e-05
2_layers_69,39,0.5036988102871439,0.5074410438537598,0.7637630662020906,0.7911392405063291,5e-05
2_layers_69,40,0.4988072009190269,0.506036102771759,0.7613240418118467,0.7848101265822784,5e-05
2_layers_69,41,0.4923252489255822,0.5122241973876953,0.7641114982578397,0.7911392405063291,5e-05
2_layers_69,42,0.48817280064458435,0.5386914014816284,0.7651567944250871,0.7784810126582279,5e-05
2_layers_69,43,0.4918977514557216,0.5107547044754028,0.7742160278745644,0.7658227848101266,5e-05
2_layers_69,44,0.48637463865072833,0.5187042951583862,0.7682926829268293,0.7848101265822784,2.5e-05
2_layers_69,45,0.486953000659528,0.520267903804779,0.7693379790940766,0.7974683544303798,2.5e-05
2_layers_69,46,0.4830961771633314,0.5149378776550293,0.7749128919860627,0.7784810126582279,2.5e-05
2_layers_69,47,0.4836975361989892,0.5154083371162415,0.7700348432055749,0.7721518987341772,2.5e-05
2_layers_69,48,0.4798910695573558,0.5181646347045898,0.7749128919860627,0.7721518987341772,2.5e-05
2_layers_69,49,0.4812920624795167,0.5136741995811462,0.7689895470383276,0.7658227848101266,2.5e-05
2_layers_69,50,0.4852274410102678,0.5145371556282043,0.7686411149825784,0.7658227848101266,2.5e-05
2_layers_69,51,0.4806958864564481,0.5105338096618652,0.7717770034843205,0.759493670886076,2.5e-05
2_layers_69,52,0.48268999742425006,0.5179780721664429,0.7707317073170732,0.7721518987341772,2.5e-05
2_layers_69,53,0.4806757763676021,0.5141443014144897,0.7728222996515679,0.7784810126582279,2.5e-05
2_layers_69,54,0.4760679304599762,0.5258485078811646,0.7766550522648084,0.7784810126582279,2.5e-05
2_layers_69,55,0.4818128982315893,0.5215511918067932,0.7763066202090593,0.7721518987341772,1.25e-05
2_layers_69,56,0.4786734516205995,0.5227161645889282,0.7728222996515679,0.7721518987341772,1.25e-05
2_layers_69,57,0.4768427999123283,0.5263015031814575,0.7759581881533101,0.7658227848101266,1.25e-05
2_layers_69,58,0.4768756304098212,0.5243085622787476,0.7745644599303136,0.7658227848101266,1.25e-05
2_layers_69,59,0.4797194975873698,0.5253674983978271,0.778397212543554,0.759493670886076,1.25e-05
2_layers_69,60,0.4731890883134759,0.5262002944946289,0.7749128919860627,0.7721518987341772,1.25e-05
