model,epoch,train_loss,val_loss,train_acc,val_acc,learning_rate
baseline_1337,44,0.48921859653099725,0.5178036689758301,0.7581881533101046,0.7848101265822784,0.0001
baseline_1337,45,0.4990642874137215,0.49480903148651123,0.748780487804878,0.810126582278481,0.0001
baseline_1337,46,0.4967088997364044,0.4720967411994934,0.7616724738675958,0.7658227848101266,0.0001
baseline_1337,47,0.49109743859456934,0.4943118989467621,0.7599303135888502,0.7911392405063291,0.0001
baseline_1337,48,0.48805511516073474,0.4761171340942383,0.7637630662020906,0.810126582278481,0.0001
baseline_1337,49,0.4946006471696107,0.5026249289512634,0.7536585365853659,0.7911392405063291,0.0001
baseline_1337,50,0.48929479329482367,0.4903925359249115,0.7588850174216027,0.7974683544303798,0.0001
baseline_1337,51,0.4896377376888109,0.5109724998474121,0.7543554006968641,0.7911392405063291,0.0001
baseline_1337,52,0.48689431988674664,0.49075692892074585,0.7592334494773519,0.8037974683544303,0.0001
baseline_1337,53,0.48529769674591394,0.5002343058586121,0.7665505226480837,0.7848101265822784,0.0001
baseline_1337,54,0.47917275713837665,0.5000744462013245,0.7627177700348432,0.8037974683544303,0.0001
baseline_1337,55,0.48071994470513385,0.5099642872810364,0.7707317073170732,0.7911392405063291,0.0001
baseline_1337,56,0.4764642482218535,0.5001731514930725,0.7679442508710801,0.8037974683544303,0.0001
baseline_1337,57,0.4748738304428432,0.5011051297187805,0.7616724738675958,0.8037974683544303,5e-05
baseline_1337,58,0.47050907819167426,0.49047234654426575,0.770383275261324,0.7784810126582279,5e-05
baseline_1337,59,0.47810118613035785,0.4940381944179535,0.7682926829268293,0.8164556962025317,5e-05
baseline_1337,60,0.4665740987528925,0.4963134825229645,0.7738675958188154,0.810126582278481,5e-05
