model,epoch,train_loss,val_loss,train_acc,val_acc,learning_rate
2_layers_42,47,0.4742443587469018,0.5241112112998962,0.7714285714285715,0.7721518987341772,5e-05
2_layers_42,48,0.47200399248496344,0.5135989785194397,0.7707317073170732,0.7658227848101266,5e-05
2_layers_42,49,0.47755286486252496,0.5343266725540161,0.7745644599303136,0.7784810126582279,5e-05
2_layers_42,50,0.4773455067821171,0.5274354815483093,0.7752613240418118,0.7658227848101266,5e-05
2_layers_42,51,0.4700706458610037,0.5349196195602417,0.7731707317073171,0.7721518987341772,5e-05
2_layers_42,52,0.4728568494319916,0.5110859274864197,0.775609756097561,0.7784810126582279,5e-05
2_layers_42,53,0.4703720704368923,0.5303797721862793,0.7749128919860627,0.7784810126582279,5e-05
2_layers_42,54,0.46674063542614813,0.524664580821991,0.7735191637630662,0.7784810126582279,5e-05
2_layers_42,55,0.4670592416887698,0.5420670509338379,0.7804878048780488,0.7658227848101266,5e-05
2_layers_42,56,0.4696979846643365,0.5310611128807068,0.7773519163763066,0.7721518987341772,5e-05
2_layers_42,57,0.4656124736951745,0.5234895944595337,0.7777003484320557,0.7721518987341772,2.5e-05
2_layers_42,58,0.46369930713073065,0.5253264904022217,0.7804878048780488,0.7848101265822784,2.5e-05
2_layers_42,59,0.4591423843217933,0.5340633988380432,0.7825783972125435,0.7848101265822784,2.5e-05
2_layers_42,60,0.46216366990752844,0.534151554107666,0.7822299651567944,0.7784810126582279,2.5e-05
