model,epoch,train_loss,val_loss,train_acc,val_acc,learning_rate
baseline_42,40,0.5216315492339756,0.5084224343299866,0.7547038327526132,0.7658227848101266,0.0001
baseline_42,41,0.5145285997701727,0.5511444211006165,0.7592334494773519,0.7531645569620253,0.0001
baseline_42,42,0.5180274636849113,0.5232303738594055,0.7606271777003484,0.7911392405063291,0.0001
baseline_42,43,0.5312696721242822,0.508341908454895,0.7547038327526132,0.7974683544303798,0.0001
baseline_42,44,0.5136581607486891,0.49033334851264954,0.7630662020905923,0.7721518987341772,0.0001
baseline_42,45,0.5118773877620697,0.5022336840629578,0.7668989547038327,0.7784810126582279,0.0001
baseline_42,46,0.5052282253037328,0.5135271549224854,0.7574912891986063,0.8037974683544303,0.0001
baseline_42,47,0.4996374236500781,0.4962141513824463,0.7655052264808362,0.7974683544303798,0.0001
baseline_42,48,0.4980835797994033,0.48994767665863037,0.767595818815331,0.7658227848101266,0.0001
baseline_42,49,0.5063688871653184,0.5133229494094849,0.7550522648083624,0.7848101265822784,0.0001
baseline_42,50,0.49639833232630853,0.5022834539413452,0.7655052264808362,0.7721518987341772,0.0001
baseline_42,51,0.5018626866133317,0.5083910822868347,0.7599303135888502,0.7848101265822784,0.0001
baseline_42,52,0.5043083727359772,0.48161590099334717,0.7588850174216027,0.7911392405063291,0.0001
baseline_42,53,0.5029712695142498,0.5331116318702698,0.7696864111498258,0.7721518987341772,0.0001
baseline_42,54,0.49351914810097736,0.4991382658481598,0.7668989547038327,0.810126582278481,0.0001
baseline_42,55,0.49643203486566956,0.5119474530220032,0.7637630662020906,0.7974683544303798,0.0001
baseline_42,56,0.49473914633626526,0.5012893080711365,0.7665505226480837,0.7974683544303798,0.0001
baseline_42,57,0.4911273562389871,0.5035539269447327,0.7707317073170732,0.7911392405063291,0.0001
baseline_42,58,0.49365919828414917,0.4994746744632721,0.7700348432055749,0.7721518987341772,0.0001
baseline_42,59,0.4844789232896722,0.4911220669746399,0.7738675958188154,0.7974683544303798,0.0001
baseline_42,60,0.4826970489128776,0.5350086688995361,0.7759581881533101,0.7911392405063291,0.0001
